seed			TC_ID			partirion			killedMutants			numOfUnkilledMutants
0				3				0														4
0				5				1														4
0				45				2														4
0				48				3						COI_33								3
0				50				4														3
0				59				5														3
0				86				6														3
0				110				7														3
0				130				8														3
0				146				9														3
0				164				10														3
0				177				11														3
0				234				12														3
0				243				13														3
0				246				14														3
0				260				15														3
0				261				16														3
0				271				17														3
0				280				0														3
0				286				1														3
0				313				2														3
0				324				3														3
0				328				4														3
0				347				5														3
0				399				6														3
0				403				7														3
0				417				8														3
0				449				9														3
0				472				10														3
0				515				11														3
0				604				12														3
0				605				13						AOIS_102								2
0				644				14														2
0				671				15														2
0				690				16														2
0				826				17														2
0				852				15														2
0				864				4														2
0				865				10														2
0				878				3														2
0				884				0														2
0				894				4														2
0				913				0														2
0				916				3														2
0				931				7														2
0				935				14														2
0				971				14														2
0				989				15														2
0				1007				6														2
0				1026				15														2
0				1036				1														2
0				1042				12														2
0				1054				6						AOIS_101								1
0				1059				16														1
0				1070				0														1
0				1076				0														1
0				1184				17														1
0				1192				17														1
0				1195				2														1
0				1293				11														1
0				1318				7														1
0				1331				11														1
0				1339				0														1
0				1407				17														1
0				1413				7														1
0				1423				15														1
0				1432				3														1
0				1445				8														1
0				1476				2														1
0				1484				2														1
0				1493				7														1
0				1495				15														1
0				1517				10														1
0				1537				3														1
0				1549				0														1
0				1568				15														1
0				1591				4														1
0				1598				6														1
0				1601				5														1
0				1633				13														1
0				1661				4														1
0				1738				8														1
0				1742				13														1
0				1754				15														1
0				1781				1														1
0				1791				3														1
0				1797				16														1
0				1806				6														1
0				1824				16														1
0				1827				5														1
0				1861				7														1
0				1867				16														1
0				1914				12														1
0				2008				17														1
0				2057				2														1
0				2060				3														1
0				2068				7														1
0				2101				8														1
0				2127				6														1
0				2173				2														1
0				2180				10														1
0				2182				0														1
0				2183				1														1
0				2218				12														1
0				2226				10														1
0				2227				4														1
0				2252				3														1
0				2294				16														1
0				2296				12														1
0				2307				4														1
0				2310				1														1
0				2366				11														1
0				2405				14														1
0				2409				6														1
0				2410				2														1
0				2415				15														1
0				2454				0														1
0				2520				5														1
0				2548				7														1
0				2554				1														1
0				2555				3														1
0				2612				5														1
0				2621				0														1
0				2658				6														1
0				2691				11														1
0				2694				3														1
0				2712				7														1
0				2728				14														1
0				2758				17														1
0				2762				14														1
0				2772				2														1
0				2945				11														1
0				2960				17														1
0				3037				17														1
0				3040				10														1
0				3103				0														1
0				3172				5														1
0				3179				0														1
0				3198				1														1
0				3233				7														1
